SNo,Date,StartupName,IndustryVertical,SubVertical,CityLocation,InvestorsName,InvestmentType,AmountInUSD,Remarks
1984,30/7/2015,Pragmatix,Business intelligence & Analytics,,Mumbai,SIDBI Venture Capital Ltd,Private Equity,"2,400,000",Series A
1985,30/7/2015,Droom.in,Used Vehicle Marketplace,,New Delhi,"Lightbox Ventures, Beenos",Private Equity,"16,000,000",Series A
1986,30/7/2015,MadRat Games,Educational Board Games,,Bangalore,"Kunal Bahl, Rohit Bansal",Seed Funding,"168,000",
1987,30/7/2015,Noodle Play,Chinese food delivery,,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding,"168,000",
1988,30/7/2015,Wassup,On-Demand Laundry & Dry cleaning App,,Chennai,B S Nagesh,Private Equity,,Pre-Series A
1989,30/7/2015,Cartisan,On-Demand Car services App,,Bangalore,"YouWeCan Ventures,  Aprameya Radhakrishna",Seed Funding,,
1990,31/7/2015,LazyLad,Hyperlocal Grocery App,,Gurgaon,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,"500,000",pre-Series A
1991,31/7/2015,TripFactory,Online Curated Holiday package bookings,,Bangalore,"Aarin Capital Partners,",Private Equity,,Series A
1992,31/7/2015,Prothom,Hasbro Toy Manufacturer,,Pune,Oliphabs Capital,Private Equity,"2,000,000",Series A
1993,31/7/2015,Bona Vita,Travel Tech,,Gurgaon,MakeMyTrip,Private Equity,"5,000,000",Strategic Investment
1994,01/06/2015,Vyomo,Beauty and Wellness Platform,,New Delhi,Aprameya Radhakrishna,Seed Funding,,
1995,01/06/2015,Veeba Foods,Healthy Food Manufacturer,,New Delhi,"DSG Consumer Partners, Saama Capital.",Private Equity,"6,000,000",Series B
1996,01/06/2015,Truebil,Used Car Marketplace,,Mumbai,"Kae Capital, Anupam Mittal",Seed Funding,"500,000",
1997,01/06/2015,Meritnation,Online Learning Platform,,New Delhi,InfoEdge,Private Equity,"4,000,000",Series C
1998,01/06/2015,Eattreatonline,Healthy Food Online Community,,New Delhi,Group of 15 Angel Investors,Seed Funding,"350,000",
1999,01/06/2015,CredR,Used two-wheeler Marketplace,,Mumbai,GrowthStory,Seed Funding,,
2000,01/06/2015,Glamrs,Online Fashion Video Portal,,Mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Equity,"1,000,000",Pre-Series A
2001,01/06/2015,Proviera,Probiotic Technology Products Manufacturer,,Chennai,Infuse Ventures,Private Equity,"550,000",
2002,01/06/2015,Arth DesignBuild,Architectural Design & Consulting,,Hyderabad,Srinivas Tirupati,Seed Funding,"500,000",
2003,02/06/2015,Saama,Big Data & Analytics Services,,Pune / US,Carrick Capital Partners,Private Equity,"35,000,000",Series A
2004,02/06/2015,AllIzHealth,Preventive Healthcare Services,,Pune,Mumbai Angels & Other angel investors,Seed Funding,"350,000",
2005,02/06/2015,Karma Healthcare,Tech-enabled Rural Healthcare Services,,Udaipur,Ennovent Impact Investment Holding,Private Equity,,Series A
2006,03/06/2015,Entropy Innovations,Engineering Innovations,,Mumbai,Mark Mobius & 9 Other Angel investors,Seed Funding,,
2007,03/06/2015,Propstack,Real Estate Intelligence Platform,,Mumbai,DMG Information,Private Equity,"3,000,000",Series A
2008,03/06/2015,MyTaxiIndia,Online Car Rental Affiliates,,New Delhi,Green House Ventures,Seed Funding,"100,000",
2009,03/06/2015,Arkin Net,Data Center Software platform,,Pune / US,Nexus Venture Partners,Private Equity,"15,000,000",Series B
2010,03/06/2015,Little Black Book Delhi,Online City & Lifestyle Guide,,New Delhi,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed Funding,"150,000",
2011,03/06/2015,MyPoolin,P2P Payments platform,,New Delhi,"Sharad Sharma, Rajan Anandan, Sunil Kalra, Amit Ranjan, Rohan Malhotra,  Arjun Malhotra, Gautam Gandhi",Seed Funding,,
2012,03/06/2015,iCustomadeit,Bespoke Merchandize Marketplace,,Pune,"Virendra Shahney, Dr Paresh Doshi",Seed Funding,"250,000",
2013,03/06/2015,KAARYAH,Women Lifestyle Marketplace,,Gurgaon,Ratan Tata,Seed Funding,,
2014,04/06/2015,Ecom Express,Logistics Solution Provider,,New Delhi,Warburg Pincus,Private Equity,"137,000,000",Series C
2015,04/06/2015,Vidooly,Video Intelligence Platform,,Noida,Bessemer Venture Partners,Private Equity,"1,000,000",Pre-Series A
2016,04/06/2015,Zopper,Hyperlocal Shopping App,,Mumbai,"Tiger Global,  Nirvana Ventures Advisors",Private Equity,"20,000,000",Series C
2017,04/06/2015,Flipkart,eCommerce platform,,Bangalore,Morgan Stanley,Private Equity,"50,000,000",Late Stage
2018,05/06/2015,kWatt Solutions,Renewable energy solutions,,Mumbai,,Seed Funding,"500,000",
2019,05/06/2015,Medwell Ventures,HealthcareService provider,,Bangalore,"Fidelity Growth Partners, Fidelity Biosciences",Private Equity,"10,000,000",Series A
2020,05/06/2015,Jugnoo,Auto Rickshaw Based Services,,Chandigarh,"Snow Leopard, Paytm",Private Equity,"5,000,000",Series A
2021,08/06/2015,PosterGully,Artist / Designer Marketplace,,New Delhi,"Natarajan Iyer,Rajesh Sawhney,  & other Angel investors.",Seed Funding,,
2022,08/06/2015,Applied Solar Technologies,Off-grid Solar Power,,Mumbai,"Future Fund,Bessemer Venture, Capricorn Investment and IFC",Private Equity,"40,000,000",Series B
2023,09/06/2015,Clovia,Private Label lingerie Ecommerce,,New Delhi,IvyCap Ventures,Private Equity,"5,000,000",Series A
2024,09/06/2015,Swiggy,Online Food Ordering,,Bangalore,"Norwest Venture Partners, SAIF Partners, Accel Partners",Private Equity,"16,500,000",Series B
2025,09/06/2015,PayMango,Mobile Commerce Platform,,Gurgaon,Group of Angel Investors,Seed Funding,"234,000",
2026,09/06/2015,Printland,Online Printing Services,,New Delhi,SIDBI Venture Capital Ltd,Private Equity,,Series A
2027,09/06/2015,Teritree,Digital Marketing Services,,Bangalore,KCL,Seed Funding,"140,000",
2028,10/06/2015,Guiddoo,Travel Guide Mobile App,,Mumbai,"Pawan Borle, SVP Fly Dubai & Others",Seed Funding,,
2029,10/06/2015,Voonik,Fashion Ecommerce store,,Bangalore,"Sequoia Capital, Seedfund",Private Equity,"5,000,000",Series A
2030,11/06/2015,AdStringO,Mobile Compression Software,,Mumbai,"Arihant Patni, Vishal Khare,  Viswanath Ramachandran",Seed Funding,"350,000",
2031,11/06/2015,Faircent.com,Peer to Peer Lending platform,,Gurgaon,M&S Partners Pte. Ltd,Seed Funding,"250,000",Pre-Series A
2032,12/06/2015,La Renon,Global Healthcare products,,Ahmedabad,Sequoia Capital,Private Equity,"16,000,000",Series A
2033,15/06/2015,Homelane,Home Furnishing Solutions,,Bangalore,Sequoia Capital,Private Equity,"50,000,000",Series B
2034,15/06/2015,iSTAR,Skill Training & Placement Platform,,Bangalore,Unitus Seed Fund,Private Equity,,Series A
2035,15/06/2015,Shippr,Intra-City Logistics service,,Bangalore,i2india Pvt Ltd,Seed Funding,"500,000",
2036,16/06/2015,FoodAbhi,online tiffin service aggregator,,Mumbai,Group of angel investors,Seed Funding,,
2037,16/06/2015,Karma Recycling,Electronic Goods recycling service,,Delhi,"Infuse Ventures, Low Carbon Enterprise Fund",Private Equity,,Series A
2038,16/06/2015,CouponRaja,Online Coupon & comparison platform,,Mumbai,"Mahesh Pratapneni, Pallab Chatterjee & others",Seed Funding,"500,000",
2039,17/06/2015,Babychakra,Parents & Kids Online platform,,Mumbai,"Mumbai Angels, Patni Family Office, Singapore Angel Network, Karan Maheshwari, Jatin Aneja, Kishor Ganji, Roopa Nath",Seed Funding,,
2040,17/06/2015,Jiffstore,Online Grocery platform,,Bangalore,"Unitus Seed Fund, Times Internet",Seed Funding,,additional funding round
2041,17/06/2015,MyDentist,Dental Clinic chain,,Mumbai,"LGT Group, Asian Healthcare fund, Seedfund",Private Equity,"8,200,000",Series C
2042,18/06/2015,Moovo,On-Demand Logistics Service,,New Delhi,YouWeCan Ventures,Seed Funding,,
2043,18/06/2015,Fracktal Works,3D Printer Manufacturer,,Bangalore,Neoteric Infomatique Limited,Private Equity,"3,000,000",Series A
2044,18/06/2015,Hansa Customer Equity,IT / Customer Engagement Consulting,,Mumbai,ASK Pravi,Private Equity,"5,000,000",Series A
2045,18/06/2015,HealthifyMe,Health & Fitness App,,Bangalore,"Gopal Srinivasan, Sashi Reddy, Amit Gupta, Pallav Nadhani",Private Equity,,Series A
2046,18/06/2015,CAKART.in,Online Education Marketplace,,Bangalore,Sunil Maheshwari & group of investors,Seed Funding,,
2047,19/06/2015,Housejoy,Home services marketplace,,Bangalore,Matrix Partners,Private Equity,"4,000,000",Series A
2048,19/06/2015,FundsIndia.com,Financial Services Platform,,Chennai,"Faering Capital, Foundation Capital, Inventus Capital Partners",Private Equity,"11,000,000",Series C
2049,20/06/2015,Cupick,Social Network for Artists,,Bangalore,Group of Angel Investors from US/India,Seed Funding,"120,000",
2050,20/06/2015,Tracxn,Startup funding platform,,Bangalore,"Sachin Bansal, Bunny Bansal & other investors",Private Equity,"10,000,000",Series A
2051,21/06/2015,Holachef,Food Delivery Platform,,Mumbai,"Kalaari Capital, India Quotient",Private Equity,"3,100,000",Series A
2052,22/06/2015,belong,Data Driven recruitment recommendation,,Bangalore,"Kunal Bahl, Rohit Bansal, Blume Ventures, Phanindra Sama, Raju Reddy",Private Equity,"5,000,000",Series A
2053,22/06/2015,Ixigo,Travel Search Engine,,Gurgaon,Micromax Informatics,Private Equity,,Strategic Investment
2054,22/06/2015,SkillAngels,Brain Games Platform,,Chennai,Sprout Angels LLP,Seed Funding,,
2055,22/06/2015,Vidgyor,Video Advertisement Platform,,Bangalore,AngelPrime,Seed Funding,"500,000",
2056,22/06/2015,Banihal,Algorithmic Match Making Platform,,New Delhi / California,Dr David Cheriton,Seed Funding,,
2057,23/06/2015,Goodservice,Mobile Chat based concierge service,,New Delhi,Sequoia Capital,Private Equity,"1,600,000",Series A
2058,23/06/2015,Treebo,Online Budget Hotel Booking Service,,Bangalore,"Matrix Partners India, SAIF Partners",Private Equity,"6,000,000",Series A
2059,23/06/2015,EduKart,Online education marketplace,,New Delhi,"Holostik Group, YouWeCan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni",Private Equity,"1,000,000",Series A
2060,23/06/2015,Healthians.com,Preventive healthcare services,,Hyderabad,YouWeCan Ventures,Seed Funding,,
2061,24/06/2015,LabInApp,Science Learning App,,Bangalore,Unitus Seed Fund,Seed Funding,,
2062,24/06/2015,Syona Cosmetics,Beauty and Wellness platform,,Chennai,Chennai Angels,Seed Funding,,
2063,24/06/2015,Sigrid Education,Online Education Platform,,Noida,Oliphans Capital,Seed Funding,,
2064,24/06/2015,Indix,SaaS product intelligence platform,,,"Nokia Growth Partners, Nexus Venture Partners, Avalon Ventures",Private Equity,"15,000,000",Series C
2065,24/06/2015,The Porter,Logistics Tech,,Mumbai,"Sequoia Capital, Kae Capital, Anupam Mittal, Sandeep Tandon",Private Equity,"5,500,000",Series A
2066,24/06/2015,Retention.ai,App Analytics platform,,Bangalore,"Mercury Fund, Anshu Sharma, Pratyush Prasanna, Robert Winters & others",Seed Funding,"500,000",
2067,25/06/2015,Fusion Microfinance,Micro Finance Platform,,New Delhi,"Development finance institution Belgian Investment Company, Oikocredit",Private Equity,"8,600,000",Series C
2068,25/06/2015,Zinka,Freight logistics platform,,Bangalore,"Accel Partners, Flipkart",Private Equity,"6,000,000",Series A
2069,26/06/2015,CreditMantri,Credit Management Services,,Chennai,"IDG Ventures India, Elevar Equity, Accion Venture Lab",Private Equity,"2,500,000",Series A
2070,26/06/2015,GetMyPeon,Hyperlocal Handyman Services,,Mumbai,Undisclosed investors,Seed Funding,"250,000",
2071,29/06/2015,UrbanClap,Hyperlocal services marketplace,,New Delhi,"SAIF Partners,  Accel Partners",Private Equity,"10,000,000",Series A
2072,29/06/2015,StayGlad,Beauty services Mobile Marketplace,,Bangalore,"Tracxn Labs, Sahil Barua",Seed Funding,,
2073,29/06/2015,AdWyze,Marketing / Advertising Automation platform,,Bangalore,Mape Advisory,Seed Funding,"1,000,000",
2074,29/06/2015,Zimmber,Hyperlocal Handyman Services,,Mumbai,"Naveen Tiwari, Mohit Saxena, Amit Gupta, Piyush Shah, Manish Dugar",Seed Funding,"400,000",
2075,30/06/2015,Buttercups,Online Lingerie platform,,Bangalore,"Kanwaljit Singh, Angie Mahtaney, Manoj Varghese",Seed Funding,,
2076,30/06/2015,RailYatri,Railways Information Mobile app,,Bangalore,"Helion Ventures, Omidiyar Network, Blume Ventures and Ujama",Private Equity,,Pre-Series A
2077,30/06/2015,aagaar.com,Hyperlocal grocery delivery,,Gurgaon,Group of Investors,Seed Funding,,
2078,30/06/2015,Flatchat,Flat rental Mobile App,,Bangalore,Commonfloor,Private Equity,"2,500,000",Strategic Funding
2079,30/06/2015,MyCFO,Wealth Management Platform,,Mumbai,Sameer Koticha,Private Equity,"1,500,000",Series A
2080,01/05/2015,Foodpanda,Online Food Delivery,,Gurgaon,"Goldman Sachs, Rocket Internet",Private Equity,"100,000,000",Series D
2081,01/05/2015,Termsheet,Fund Raising Platform,,Chennai,"Anand Vijay, Nipun Dureja, Satyajit Heeralal, Keith Rodricks, Gaurav Lochan, Azmul Haque, Nikhil Bagri",Seed Funding,"100,000",
2082,04/05/2015,Applicate,Workforce Management Software,,Bangalore,"Rishi Vasudev, Amit Gupta, Rajiv Nayan",Seed Funding,"550,000",
2083,04/05/2015,World Art Community,Online Art Marketplace,,Gurgaon,Viraj Tyagi & others,Seed Funding,"200,000",
2084,04/05/2015,SpoonJoy,Online Food Delivery,,Bangalore,SAIF Partners,Seed Funding,"1,000,000",
2085,05/05/2015,Seed Schools,Affordable Education,,Hyderabad,Acumen Fund,Seed Funding,"650,000",
2086,05/05/2015,Ignis Careers,Career Development,,Hyderabad,Acumen Fund,Seed Funding,"250,000",
2087,05/05/2015,Square Yards,Real Estate Advisory,,Gurgaon,Undisclosed Investors,Private Equity,"6,000,000",pre-Series A
2088,05/05/2015,Fintellix,Banking Analytics Platform,,Bangalore,"IDG Ventures, Sequoia Capital",Private Equity,"15,000,000",Series C
2089,05/05/2015,Customer360,Customer Engagement Platform,,Mumbai,Vishwas Patel,Seed Funding,,
2090,06/05/2015,Delhivery,Ecommerce Logistics,,Gurgaon,"Tiger Global Management, Multiples Alternate Asset Management, Nexus Venture Partners, Times Internet",Private Equity,"85,000,000",Series D
2091,06/05/2015,Swiggy,Online Food Delivery,,Bangalore,Norwest Venture Partners,Private Equity,"15,000,000",Series B
2092,07/05/2015,Uniphore,Speech Recognition Solutions,,Chennai,"IDG Ventures, Kris Gopalakrishnan",Private Equity,,Series A
2093,07/05/2015,Box8,Online Food Delivery,,Mumbai,Mayfield Ventures,Private Equity,"3,500,000",Series A
2094,07/05/2015,Toppr,Online Education Platform,,Mumbai,"Fidelity Growth Partners India, SAIF Partners,  Helion Ventures",Private Equity,"10,000,000",Series B
2095,07/05/2015,Vedantu,Online Education Platform,,Bangalore,"Accel Partners, Tiger Global Management",Private Equity,"5,000,000",Series A
2096,08/05/2015,BuyHatke,Online Product Comparison,,Bangalore,"S.Gopalakrishnan, Beenos",Seed Funding,"1,000,000",
2097,08/05/2015,KleverKid,Online Education Platform,,New Delhi,Aarin Capital Partners,Seed Funding,,
2098,08/05/2015,Uniken,Online Security Platform,,Pune,Exfinity Ventures,Private Equity,"2,000,000",Bridge Round Pre-Series B
2099,08/05/2015,GrandOpinion,Online Medical Diagnostic,,New Delhi,Florida based Angel investor,Seed Funding,"150,000",
2100,08/05/2015,HealthifyMe,Health & Fitness App,,Bangalore,Micromax Informatics,Private Equity,,Strategic Investment
2101,12/05/2015,ZapStitch,Cloud Data Integration Platform,,Bangalore,"Helion Venture Partners, Orios Venture Partners",Private Equity,"2,000,000",Pre-Series A
2102,12/05/2015,Wassup,Mobile Laundry Cleaning Service,,Chennai,"Arun Chandra Mohan, Praveen Sinha",Private Equity,"2,000,000",Pre-Series A
2103,12/05.2015,Mobiefit,Mobile Fitness App,,Goa,Prototyze,Seed Funding,,
2104,12/05.2015,Plancess,Online Education Platform,,Mumbai,"Rajendra Gogri,  Chandrakant Gogri",Seed Funding,"2,000,000",
2105,12/05/2015,WorkHorse,Service-On-Demand Mobile App,,Mumbai,Undisclosed Investors,Seed Funding,,
2106,13/05/2015,Innovaccer,Intelligent Data Analytics,,Noida,"Rajan Anandan, Teru Sato, Aneesh Reddy, Venkatesh Valluri",Seed Funding,,
2107,13/05/2015,MyCuteOffice,Online Office Rental,,Mumbai,Lead Angels,Seed Funding,,
2108,14/05/2015,IndianRoots.com,Lifestyle Ecommerce Portal,,Gurgaon,KJS Group,Private Equity,"5,000,000",Series B
2109,14/05/2015,RedPolka,Online Fashion Aggregator,,Mumbai,Undisclosed Investors,Seed Funding,"250,000",
2110,15/05/2015,Venturesity,Online Job skills Showcase,,Bangalore,"Phanindra Sama, Jay Sethuram, Hemant Kanakia, Ravi Trivedi",Seed Funding,"270,000",
2111,18/05/2015,TheBetterIndia.com,Online News Media,,Bangalore,Mohandas Pai,Seed Funding,,Pre-Series Bridge
2112,18/05/2015,Awaaz De,Enterprise Communication Platform,,Ahmedabad,Samir Shah,Seed Funding,,
2113,19/05/2015,Chaayos,Offline Tea Chain,,New Delhi,Tiger Global Management,Private Equity,"1,000,000",Series A
2114,19/05/2015,Akosha,Business Messaging App,,New Delhi,Sequoia Capital,Private Equity,"16,000,000",Series B
2115,19/05/2015,Cooey,Health Mobile App,,Bangalore,Subhash Goyal,Seed Funding,"470,000",
2116,19/05/2015,MeetUniv,Online Ed-Tech Platform,,Noida,Peesh Venture Capital,Seed Funding,"1,000,000",
2117,19/05/2015,Inspirock,Online Travel Planning,,,MakeMyTrip Innovation Fund,Private Equity,,
2118,19/05/2015,Crown-it,Hyperlocal Mobile Marketplace,,Gurgaon,"Accel Partners, Helion Venture Partners",Private Equity,"5,500,000",Series A
2119,19/05/2015,Trucksfirst,Trucking Logistic Operations,,Gurgaon,SAIF partners,Private Equity,"10,000,000",Series A
2120,20/05/2015,Lookup,B2C Messaging App,,Bangalore,Biz Stone,Private Equity,"3,000,000",Series A
2121,21/05/2015,SunTerrace,Rooftop Solar Plants,,New Delhi,Sunergy Investors,Private Equity,,
2122,22/05/2015,Nudgespot,Customer Engagement Platform,,Bangalore,"Kae Capital, Anoop Goyal, Mike Shah, VA Sastry",Seed Funding,"625,000",
2123,22/05/2015,CarDekho,Online Car Portal,,Jaipur,HDFC Bank,Private Equity,,1% stake
2124,22/05/2015,EveningFlavors,Online Table Reservation,,Bangalore,Sandiep Shrivatsava,Seed Funding,"500,000",
2125,25/05/2015,Razorpay,Online Payment Gateway,,Bangalore,Punit Soni,Seed Funding,,
2126,25/05/2015,ZenParent,Parents focused Web Content,,Bangalore,i2india Ventures,Seed Funding,"500,000",
2127,25/05/2015,Newgen Payments,Payments Solution Provider,,New Delhi,Jan Manten,Seed Funding,,
2128,26/05/2015,UrbanPro,On-demand Service marketplace,,Bangalore,Nirvana Venture Advisors,Private Equity,"2,000,000",Series A
2129,26/05/2015,Goodbox,On-Demand Business messaging,,Bangalore,Manipal Group,Seed Funding,"200,000",
2130,26/05/2015,Renderlogy,Online Home Décor,,Hyderabad,Astarc Ventures,Private Equity,"1,000,000",Series A
2131,27/05/2015,Postman,API Workflow platform,,Bangalore,Nexus Venture Partners,Seed Funding,"1,000,000",Series A
2132,27/05/2015,Casa2inns,Affordable Hotel Booking Online,,New Delhi,"Accel Partners, Kalaari Capital",Private Equity,"5,000,000",Series A
2133,27/05/2015,FleetRover,Logistics Intelligence,,Goa,"Tim Chen, Sanjay Venkat",Seed Funding,"180,000",
2134,28/05/2015,TheKarrier,Last Mile Logistics,,Bangalore,"Sol Primero, Outbox Ventures, Nikunj Jain",Seed Funding,"240,000",
2135,28/05/2015,Zoomcar,Self-driven Car rental,,Bangalore,Sequoia Capital,Private Equity,"5,000,000",Series B Interim Funding
2136,28/05/2015,Truweight,Weight Management Service,,Hyderabad,Kalaari Capital,Private Equity,,Series A
